id,昵称,性别,所在地,关注数,粉丝数,微博数,创建时间,等级,会员等级,个人简介,教育经历,公司,阳光信用,类别,
7011819804,铁血队3R0500,男,其他,2,1,359,,4,0,,,,,2,
7011836352,追梦中1k4757,男,其他,0,1,11,2019/2/27,4,0,,,,信用较低,2,
7004321469,用户7004321469,男,其他,0,1,26,,4,0,,,,,2,
7011858140,最棒葵妻OEh321,男,其他,0,1,34,,4,0,,,,,2,
6917017155,坤爱音乐95041,男,其他,0,1,89,,4,0,,,,,2,
6989051272,用户6989051272,男,其他,0,1,885,2019/2/9,3,0,,,,信用较低,2,
6960154608,坤坤葵葵cvj492,男,其他,0,1,41,,4,0,,,,,2,
7019865556,杜k柯Pt仰-4管,女,广东,128,2,51,2019/3/4,4,0,,,,信用较低,2,
7014563800,意中人坤wY3878,男,其他,0,1,12,,3,0,,,,,2,
6937284254,烟未熄3ei299,男,其他,0,1,24,,4,0,,,,,2,
6358448328,岔了没,男,海外 其他,85,45,5189,,9,0,love &amp; peach,,,,0,
7004715714,哥哥最帅9ID108,男,其他,0,1,83,,4,0,,,,,2,
6824386936,用户6824386936,女,浙江 台州,0,1,118,,4,0,,,,,2,
5706372679,星夜Sakura,女,海外 美国,68,1146,6088,,9,1,刷坤崽崽的小号，等待2019 10 06~~,,,,0,
6941602153,舞台王者vYl262,男,其他,0,1,12,,2,0,,,,,2,
6940219424,坤小猫咪Xw2718,男,其他,0,1,166,,4,0,,,,,2,
7010810922,不吃菜菜IJq813,男,其他,0,1,31,,4,0,,,,,2,
2886731543,1000f仅5毛,男,其他,226,67,22201,,14,1,1000f粉仅5毛，专业服务请私聊,,,,0,
6751245431,小贾亲姐_jpvi,男,天津,60,2,343,2018/10/8,4,0,,,,信用较低,2,
7012396693,每天种菜BtR757,男,其他,0,1,20,,3,0,,,,,2,
6576884483,小猪葵恩o3o,女,辽宁,206,94,4579,2018/6/17,9,3,蔡徐坤要做发自内心快乐的小宝贝第一名,,,信用较好,0,
6745512520,小幸福丶angelababy,女,山西,60,1,285,,4,0,,,,,2,
6973856419,蔡蔡的旺仔牛奶奶,男,其他,359,4,521,2019/1/26,4,0,,,,信用一般,1,
7013746575,用户7013746575,男,其他,0,1,66,,4,0,,,,,2,
6870027674,舞台坤_xpu89,男,辽宁 沈阳,60,10,95,,4,0,,,,,2,
6966921167,召一雯Page,男,其他,9,1,341,,4,0,,,,,2,
6941413091,坤哥好帅OIW392,男,其他,0,1,7,,3,0,,,,,2,
7015030451,坤哥真棒nJZ220,男,其他,0,1,131,,3,0,,,,,2,
7010872321,坤也很帅bw0819,男,其他,0,1,43,2019/2/26,3,0,,,,信用较低,2,
6773815353,用户6773815353,女,广西 百色,2,1,21,2018/10/18,1,0,,,,信用较低,2,
7015037313,葵日常皮V2W215,男,其他,0,1,124,,4,0,,,,,2,
6995901918,小西几坤KQ0687,男,其他,0,1,13,,3,0,,,,,2,
7012197183,用户7012197183,男,其他,0,1,37,,4,0,,,,,2,
6980836569,人猿揖别bNt172,男,其他,0,1,142,2019/2/1,4,0,,,,信用较低,2,
7011663252,用户7011663252,男,其他,0,1,202,,4,0,,,,,2,
7014391769,是奎麻麻Zqc002,男,其他,0,1,147,2019/2/28,3,0,,,,信用较低,2,
6980835922,用户6980835922,男,其他,0,1,0,,4,0,,,,,2,
6941600050,用户6941600050,男,其他,0,1,12,,0,0,,,,,2,
6996511427,用户6996511427,男,其他,0,1,13,2019/2/15,4,0,,,,信用较低,2,
6940713500,冲鸭奎妻TrW278,男,其他,0,1,15,,3,0,,,,,2,
6608257259,叫莲莲的ikun,女,广东,62,246,127,,4,2,,,,,0,
7018556757,覃烨霖SHANAHAN,男,其他,7,1,110,2019/3/4,4,0,杜促盘似坛达棍,,,信用较低,2,
6940716014,音乐才子foh805,男,其他,0,1,12,,2,0,,,,,2,
7012942961,葵葵真乖4cY106,男,其他,0,1,67,,4,0,,,,,2,
6942262242,用户6942262242,男,其他,0,1,162,2019/1/16,4,0,,,,信用较低,2,
7011639010,用户7011639010,男,其他,0,1,17,,3,0,,,,,2,
7012730733,与世隔绝Yne951,男,其他,0,1,198,,4,0,,,,,2,
6937298418,水墨人家g2R025,男,其他,0,1,43,,4,0,,,,,2,
7011819737,奎妈冲鸭G4y427,男,其他,2,1,359,,4,0,,,,,2,
6937312111,悠幽vti048,男,其他,0,1,258,2019/1/14,4,0,,,,信用较低,2,
7020365299,用户7020365299,男,其他,0,1,212,,4,0,,,,,2,
7016584206,旺仔坤ME0115,男,其他,0,1,15,,4,0,,,,,2,
6622822341,用户6622822341,女,广东 江门,60,1,554,,4,0,,,,,2,
7012406623,西瓜饼yff945,男,其他,0,1,114,,4,0,,,,,2,
7012405274,铁血坤妻5Eo781,男,其他,0,1,48,,3,0,,,,,2,
6974607468,蔡坤坤08J172,男,其他,0,1,28,2019/1/28,3,0,,,,信用较低,2,
7012418515,心属小坤xqH639,男,其他,0,1,144,,4,0,,,,,2,
6960154634,王者金JWM192,男,其他,0,1,38,2019/1/17,4,0,,,,信用较低,2,
7012731344,菜菜最帅kgR154,男,其他,0,1,167,,4,0,,,,,2,
7011836911,坤的胸痣fli355,男,其他,0,1,39,,4,0,,,,,2,
7012419066,奎不敢当I7x343,男,其他,0,1,144,,4,0,,,,,2,
7012932868,发带小坤5Xh793,男,其他,0,1,16,2019/2/27,3,0,,,,信用较低,2,
6451493441,小萝莉颖一生,女,海南,65,63,599,,4,0,,,,,0,
7014401116,hzN469,男,其他,0,1,24,2019/2/28,4,0,,,,信用较低,2,
7012457802,坤在心中zcH348,男,其他,0,1,101,,4,0,,,,,2,
7012350779,用户7012350779,男,其他,0,1,70,,3,0,,,,,2,
7012423673,帅气坤哥Z8d999,男,其他,0,1,159,2019/2/27,4,0,,,,信用较低,2,
6916772990,守护坤宝04477,男,其他,0,1,194,,4,0,,,,,2,
6995746214,我很怪但我不坏_ng,男,河北,60,1,34,2019/2/15,4,0,,哈尔滨工业大学,,信用较低,2,
7004351364,铁血坤妈QyL930,男,其他,0,1,192,,4,0,,,,,2,
6898352380,蔡很棒_hpq82,男,安徽,61,1,119,2018/12/25,4,0,,,当旁饼逗有限公司,信用较低,2,
7012412496,温柔坤哥bax109,男,其他,0,1,62,,4,0,,,,,2,
7019660698,亲一口奎ZkJ155,男,其他,0,1,51,2019/3/3,4,0,,,,信用较低,2,
5319011414,菜菜哦唷,女,福建 莆田,19,5,118,,4,0,Ikun,,,,0,
7016500597,超赞葵妈C3E267,男,其他,0,1,18,,1,0,,,,,2,
7012691589,最爱的菜s0M735,男,其他,0,1,24,,4,0,,,,,2,
6989214439,诸山名_4D4150,男,其他,0,1,15,,4,0,,,,,2,
7011838300,温柔坤哥f8I011,男,其他,0,1,62,,4,0,,,,,2,
6937297038,品卫星eNs536,男,其他,0,1,37,,4,0,,,,,2,
7018784808,小猫咪唷Z8h929,男,其他,13,2,71,,4,0,,,,,2,
7020307894,八月爱困eAG320,男,其他,1,3,77,,4,0,干仔饮糊贻印钩,,,,2,
6923672187,用户6923672187,男,其他,0,1,168,,4,0,,,,,2,
7018262124,机场走v3lU253,男,其他,6,1,152,,4,0,庞裴动鞭服枪,,,,2,
7012394286,坤在心中XWv897,男,其他,0,1,191,2019/2/27,4,0,,,,信用较低,2,
5622673697,喜之葵,女,天津,126,329,1159,,14,4,没走。有时差。很忙。爱。,,,,0,
7004704265,西瓜饼oMM228,男,其他,0,1,170,2019/2/21,4,0,,,,信用较低,2,
6986162518,用户6986162518,男,其他,0,1,22,,4,0,,,,,2,
7013513128,追梦游子s81439,男,其他,0,1,63,,4,0,,,,,2,
7011849080,坤要多吃Jt7284,男,其他,0,1,164,2019/2/27,4,0,,,,信用较低,2,
7003550552,用户7003550552,男,其他,0,3,54,2019/2/20,4,0,,,,信用较低,2,
6917725111,奎妻最棒50614,男,其他,0,1,193,,4,0,,,,,2,
6674575083,用户6674575083,男,江苏 常州,62,2,28,2018/9/1,4,0,,,,信用较低,2,
7010929752,发带小坤SLT841,男,其他,0,1,78,,4,0,,,,,2,
7012512440,老莉虎ayu,男,其他,5,1,80,,4,0,,,,,2,
7011938522,丶Ryan丶为么占什用我要名的字,男,其他,6,1,66,2019/2/27,4,0,,,,信用较低,2,
6589461004,用户0520351439,男,北京 东城区,2,1,579,,4,0,,,,,2,
6960023662,独有魅力xBc841,男,其他,0,1,18,,4,0,,,,,2,
7027172166,行天有XSY307_40927,男,其他,0,1,3,,0,0,,,,,2,
6834527804,漂浮的__尘,女,浙江,60,1,20,2018/11/10,4,0,,,,信用较低,2,
6779105878,用户6779105878,男,其他,0,1,459,,4,0,,,,,2,
7012699161,点点小坤NQ4151,男,其他,0,1,27,,4,0,,,,,2,
7011581987,脏辫大坤1gb966,男,其他,0,1,106,,4,0,,,,,2,
7027874398,七七暮紫,女,其他,7,17,12,,4,0,,,,,0,
6960241979,奎哥最棒kyv835,男,其他,0,1,68,2019/1/17,4,0,,,,信用较低,2,
6989212385,当林武vXR469,男,其他,0,1,68,,4,0,,,,,2,
7012406620,葵妻爱坤2Sn095,男,其他,11,1,138,,4,0,金媒泗尚螺天枪法,,,,2,
5073192417,容瑧,女,海外,617,529,26793,,36,5,做最好的自己,,,,0,
7012419002,王者金TLI563,男,其他,0,1,155,,4,0,,,,,2,
6610818455,今天猪咪醉奶了么,女,辽宁,27,14,212,,4,0,ikun组合成员,,,,0,
6960317397,奎妈有矿8jQ399,男,其他,0,1,47,,4,0,,,,,2,
6693287911,用户6693287911,女,海外 泰国,1,1,239,2018/9/11,4,0,,,,信用较低,2,
6935018008,用户6935018008,男,其他,0,1,104,,4,0,,,,,2,
1785015665,任家筱婷婷,女,吉林 吉林,873,240,29,,9,0,♥蔡坤坤是我见过最有能力的歌手制作人哈哈哈哈,,,,0,
7019786228,伴坤同行fzX628,男,其他,11,3,152,,4,0,,,,,2,
6876149218,小葵花籽_fwh53,男,甘肃 陇南,53,2,61,,4,0,,,,,2,
6934131685,用户6934131685,男,其他,0,1,96,,4,0,,,,,2,
7013022754,护坤队CYD681,男,其他,0,1,17,,4,0,,,,,2,
7012956533,用户7012956533,男,其他,2,1,24,,4,0,,,,,2,
6936467414,江叶0kH424,男,其他,0,1,39,,4,0,,,,,2,
7015202575,菜菜哇TK4240,男,其他,0,1,11,,3,0,,,,,2,
7011775687,坤妻有矿lEZ223,男,其他,0,1,63,,2,0,,,,,2,
6940208124,听话小葵f84639,男,其他,0,1,33,,3,0,,,,,2,
6558414337,用户6558414337,男,其他,10,1,1374,2018/5/25,4,0,,,,信用较低,2,
7011626384,用户7011626384,男,其他,0,1,35,,4,0,,,,,2,
7018268030,笨笨奎EJ5519,男,其他,7,1,180,2019/3/3,4,0,吉慕若嚣乡臭番心法,,,信用较低,2,
1735009894,小咸妈妈高端定制潮鞋厂家直销,女,广东 东莞,494,1009,4238,,36,6,招代理 此号只上新，不回复 可关注微信号：jyyj8833了解更多,,,,0,
7004701316,坤色坤香V9M318,男,其他,0,1,158,2019/2/21,4,0,,,,信用较低,2,
6960147405,如此优秀kGc631,男,其他,0,1,129,,4,0,,,,,2,
7018402272,是坤哥呀JnE574,男,其他,0,1,158,2019/3/4,4,0,,,,信用较低,2,
6877673343,蔡小葵_yee49,男,湖北 十堰,62,1,471,,4,0,,,,,2,
7020501279,天使坤3bG023,男,其他,0,1,8,2019/3/5,2,0,,,,信用较低,2,
7020307881,汪越彬_Veum,男,其他,13,2,58,,4,0,田殷阀择刀法,,,,2,
7011844287,芒果干WrY329,男,其他,0,1,42,,4,0,,,,,2,
6371484235,蔡先生超撩,女,其他,47,30,936,2017/9/27,4,2,,,,信用较好,0,
6962628191,用户6962628191,男,其他,0,1,30,,4,0,,,,,2,
1520520783,栽一棵蔡蔡惹,女,江苏 盐城,311,1125,3897,2013/7/23,41,6,好的，15岁@蔡徐坤,,,信用极好,0,
7012419735,蔡蔡蔡蔡dhw959,男,其他,0,1,47,2019/2/27,3,0,,,,信用较低,2,
7011860083,低调行事3EG813,男,其他,0,1,58,,4,0,,,,,2,
6292968623,梦里遇见亭,女,其他,290,438,336,2017/6/21,0,2,夢  遊  時  刻.,,,信用较好,0,
7012423524,铁血坤妈c0s690,男,其他,0,1,168,,4,0,,,,,2,
6997145844,用户6997145844,男,其他,0,1,16,2019/2/15,3,0,,,,信用较低,2,
6937314651,六瓣丁香PKb312,男,其他,0,1,258,,4,0,,,,,2,
2956434080,谢大熊啊,女,海外 墨西哥,436,459,4033,2012/8/18,40,6,����,,,信用极好,0,
7010695402,仰望yunduoerwjL186,男,其他,0,1,43,,4,0,,,,,2,
7018279585,蔡粉丝儿pat474,男,其他,0,1,123,2019/3/3,4,0,,,,信用较低,2,
7011742631,酷帅大坤wNz276,男,其他,0,1,21,,4,0,,,,,2,
7020103309,坤小媳妇itS815,男,其他,0,1,24,2019/3/4,4,0,,,,信用较低,2,
6960154635,葵妻爱坤45E681,男,其他,0,1,42,,4,0,,,,,2,
6937265206,叶子寳cch966,男,其他,0,1,33,,4,0,,,,,2,
6975466192,勾超11f9,女,贵州,1,1,50,,4,0,,,,,2,
7011823877,坤崽家的U1q879,男,其他,13,1,70,2019/2/27,4,0,徐豌衙艳刀谱,,,信用较低,2,
6961666504,用户6961666504,男,其他,2,1,42,,4,0,,,,,2,
7007329740,陈吴广3lv681,男,其他,1,1,770,,4,0,,,,,2,
5838089971,KUN·Saraphines,女,四川 成都,552,275,5963,2016/1/25,9,1,蔡徐坤唯粉 此身只爱蔡徐坤,,,信用较好,0,
6003505565,akkkunnn,女,其他,258,323,5438,,14,2,时间过得很快 但我们的故事是forever,,,,0,
6711078599,moss晕乎乎45375,女,海外,56,1,78,2018/9/20,4,0,,,,信用较低,2,
6750709161,一只嗷嗷嗷1998,男,其他,184,55,1733,,9,1,,,,,0,
6936439679,Infideld6674,男,其他,0,1,29,2019/1/14,4,0,,,,信用较低,2,
6786976635,用户6786976635,男,江西 抚州,2,1,16,,0,0,,,,,2,
7012436202,如此优秀pio929,男,其他,0,1,23,2019/2/27,3,0,,,,信用较低,2,
6704699848,蔡蔡的群众ZoeN,女,西藏,60,1,268,,4,0,,,,,2,
6960345063,想你的夜TAn144,男,其他,0,1,44,2019/1/17,4,0,,,,信用较低,2,
7011834339,葵最可爱qOE305,男,其他,0,1,24,,1,0,,,,,2,
7027866790,笙鼓瑟_hBk944_8171,男,其他,0,1,3,,0,0,,,,,2,
6942452884,葵幼儿园uUl882,男,其他,0,1,20,2019/1/17,4,0,,,,信用较低,2,
7013122714,山水情duU454,男,其他,0,1,60,2019/2/28,4,0,,,,信用较低,2,
7004699045,坤妈有矿yxW874,男,其他,0,1,169,,4,0,,,,,2,
7013572988,坤花瓣7XI606,男,其他,0,1,18,,3,0,,,,,2,
6940219327,小葵可爱0cQ476,男,其他,0,1,166,2019/1/15,4,0,,,,信用较低,2,
7011820488,心心相惜Het445,男,其他,0,1,9,,3,0,,,,,2,
7011903348,静守己心XaD385,男,其他,0,1,12,,3,0,,,,,2,
7012312645,用户7012312645,男,其他,0,1,44,,3,0,,,,,2,
7015201897,AKJJmLe970,男,其他,0,1,5,,2,0,,,,,2,
1742251903,August_fok,女,广东 广州,218,773,7946,2012/8/13,36,5,愿我的宝贝菜菜永远自由快乐，平安健康,,爱困娱乐经纪有限公司,信用极好,0,
7011837577,坤妹爱坤Tfq237,男,其他,0,1,49,,4,0,,,,,2,
6963833060,用户6963833060,男,其他,2,1,41,2019/1/20,4,0,,,,信用一般,2,
6577456562,·呆桃梦游記·,女,北京,160,98,1726,,16,2,我送你到舞台中央 看你闪闪发光 是你的梦想也是我的追求,,,,0,
7011830441,奶坤上线Qfy154,男,其他,0,1,35,,2,0,,,,,2,
6963939910,用户6963939910,男,其他,0,1,26,2019/1/20,3,0,,,,信用较低,2,
2402195395,燕燕723,女,上海,167,188,517,,25,6,,,,,0,
6541989798,蔡徐坤的忠实护卫,女,其他,13,6,1422,,4,0,,,,,0,
7012434362,心属小坤x9D641,男,其他,0,1,68,,4,0,,,,,2,
6996511493,用户6996511493,男,其他,0,1,16,2019/2/15,4,0,,,,信用较低,2,
6940575391,加油坤哥pUp914,男,其他,0,1,17,2019/1/16,2,0,,,,信用较低,2,
6942697759,陟彼砠矣PxP349,男,其他,0,1,106,2019/1/16,4,0,,,,信用较低,2,
6963941237,用户6963941237,男,其他,0,1,26,2019/1/20,3,0,,,,信用较低,2,
7012841711,困困的菜z9O121,男,其他,2,1,126,,4,0,,,,,2,
6964236846,用户6964236846,男,其他,0,1,32,,4,0,,,,,2,
6967179789,奉秀英Maxwell,男,其他,0,1,371,2019/1/21,4,0,,,,信用较低,2,
6877524456,_我就三岁85159,男,安徽 蚌埠,0,1,281,2018/12/7,4,0,,,,信用较低,2,
7018573739,可爱菜菜sCz446,男,其他,0,1,2,2019/3/4,0,0,,,,信用较低,2,
6960154738,奎哥有矿GWq518,男,其他,0,1,38,,4,0,,,,,2,
6989661342,用户6989661342,男,其他,0,1,889,2019/2/9,2,0,,,,信用较低,2,
6941600177,机场走vIE0874,男,其他,0,1,12,,2,0,,,,,2,
7012423623,坤哥有矿Omi647,男,其他,0,1,160,,4,0,,,,,2,
7011844300,总会相遇RVR327,男,其他,0,1,155,,4,0,,,,,2,
7016516148,铁血坤妈OV8037,男,其他,3,1,47,,4,0,房湿冠刀诀,,,,2,
6941108741,菜菜最帅C6p765,男,其他,0,1,167,,4,0,,,,,2,
7011652431,用户7011652431,男,其他,0,1,33,2019/2/26,4,0,,,,信用较低,2,
6983540591,用户6983540591,男,其他,0,1,43,,4,0,,,,,2,
7011848423,可爱葵T76561,男,其他,0,1,153,,4,0,,,,,2,
7004704940,神隐坤V68730,男,其他,0,1,165,,4,0,,,,,2,
6989231879,用户6989231879,男,其他,0,1,30,,4,0,,,,,2,
6940506575,小煤球9QK319,男,其他,0,1,7,,3,0,,,,,2,
7012411622,事业粉tlN924,男,其他,0,1,28,2019/2/27,3,0,,,,信用较低,2,
7011858991,白月光坤YU9426,男,其他,0,1,29,2019/2/27,4,0,,,,信用较低,2,
7011819605,最爱徐坤18H701,男,其他,2,1,351,2019/2/27,4,0,,,,信用较低,2,
6737739170,记忆阳-光阅,女,湖北,60,1,50,,4,0,,,,,2,
6726256223,用户6726256223,女,海外 马来西亚,0,1,422,,4,0,,,,,2,
7012393929,点点小葵tIx843,男,其他,0,1,216,,4,0,,,,,2,
7011938425,坤帅SwH326,男,其他,4,1,90,2019/2/27,4,0,盛偶饮乐鳞指,,,信用较低,2,
6482188651,Sylvia-Kun,女,其他,261,168,2288,2018/2/17,20,1,,,,信用较好,0,
6995276431,专业护奎xoj917,男,其他,0,1,42,,3,0,,,,,2,
6870205822,甘-晓燕微博,男,河南,61,1,25,2018/11/30,4,0,,,,信用一般,2,
6782409006,用户6782409006,女,江西 赣州,63,1,16,,0,0,,,,,2,
7004351128,战狼坤妈1HX659,男,其他,0,1,194,2019/2/20,4,0,,,,信用较低,2,
6706883123,你好蔡先生Ts_jieF,女,天津,61,1,252,,4,0,,,,,2,
6940208468,想念你NbY985,男,其他,0,1,29,,3,0,,,,,2,
6905082709,用户6905082709,男,其他,0,1,26,,4,0,,,,,2,
2402296502,林大圣_Darling,女,浙江,265,452,3595,,31,6,蔡徐坤的心上人,,,,0,
6913468558,用户6913468558,男,其他,0,1,27,,4,0,,,,,2,
6573972819,请问蔡徐坤啥时候娶我,女,其他,71,131,3448,2018/6/13,22,0,蔡徐坤,,,信用较好,0,
7016493469,但有则可改之,男,其他,9,1,90,,4,0,劳诊良娌省属剑法,,,,2,
6876953426,用户6876953426,男,安徽 马鞍山,0,1,293,,4,0,,,,,2,
7012408877,帅死麻麻uFy765,男,其他,0,1,30,,1,0,,,,,2,
6968993733,陀念巧Nick,男,其他,0,1,333,2019/1/22,4,0,,,,信用较低,2,
6960214663,大奎超凶kkH026,男,其他,0,1,19,,3,0,,,,,2,
7012271200,爱坤爱坤Jlh435,男,其他,7,1,65,,4,0,,,,,2,
6960126019,葵妈冲鸭Jc1301,男,其他,0,1,41,2019/1/17,4,0,,,,信用较低,2,
7010810842,酷帅大坤027257,男,其他,0,1,32,,4,0,,,,,2,
6631433227,纱淮卧兰痴梦,女,海南,1,1,777,,4,0,,,,,2,
7018262891,可爱坤wRa473,男,其他,1,1,151,,4,0,费桶芸交异圳宝典,,,,2,
7016516416,小蔡女友xij456,男,其他,1,1,32,,4,0,,,,,2,
6940714224,葵吃菜d9X336,男,其他,0,1,12,2019/1/16,2,0,,,,信用较低,2,
6974679440,坤心上人Cit956,男,其他,0,1,18,,4,0,,,,,2,
7012516353,砥劢前行IZq437,男,其他,0,1,130,,4,0,,,,,2,
7012512131,一橘棵树back2life,男,其他,8,4,53,,4,0,,,,,2,
6988766164,用户6988766164,男,其他,0,507,343,2019/2/8,4,0,,,,信用较低,2,
7012931891,坤幼儿园U1Y319,男,其他,0,1,16,,3,0,,,,,2,
6980132307,用户6980132307,男,其他,0,1,47,,4,0,,,,,2,
7012421725,坤花课堂Zit749,男,其他,0,1,6,,2,0,,,,,2,
6301707571,小牛肉呢蒽,女,安徽,198,71,380,,9,1,,,,,0,
6883165133,Tempted66641,男,安徽,0,1,110,,4,0,,,,,2,
7012952395,旺仔小葵XmN805,男,其他,0,1,29,,4,0,,,,,2,
6999877375,用户6999877375,男,其他,0,1,21,2019/2/17,4,0,,,,信用较低,2,
5700268287,半个西瓜ikun,女,云南,233,88,3330,,9,1,追星号，如有打扰请屏蔽，不理解，请绕道,,,,0,
7013746662,鸿宴赴_r7t643,男,其他,0,1,66,2019/2/28,4,0,,,,信用较低,2,
7012405413,我家菜菜LyE064,男,其他,0,1,35,,3,0,,,,,2,
7014564066,802K64t425,男,其他,0,1,12,,3,0,,,,,2,
7015041079,爱坤爱葵vJ3566,男,其他,0,1,25,,4,0,,,,,2,
6999525020,用户6999525020,男,其他,0,1,37,,4,0,,,,,2,
6936480481,七天服务TXp244,男,其他,0,1,280,2019/1/14,4,0,,,,信用较低,2,
7010900171,用户7010900171,男,其他,0,1,34,2019/2/26,4,0,,,,信用较低,2,
7012691686,思念成灾NyI546,男,其他,0,1,24,,4,0,,,,,2,
6876954157,Tempted45097,男,海南 三亚,0,1,288,,4,0,,,,,2,
7010810543,坤的胸痣Ef3440,男,其他,0,1,32,2019/2/26,4,0,,,,信用较低,2,
6995431354,雪映囊_zF6269,男,其他,0,1,34,,3,0,,,,,2,
7012406716,见坤钟情Z70548,男,其他,0,1,114,2019/2/27,4,0,,,,信用较低,2,
7010929842,坤妻有矿RA0619,男,其他,0,1,87,2019/2/26,4,0,,,,信用较低,2,
6960322897,小瞎鱼0M3911,男,其他,0,1,68,,4,0,,,,,2,
6734557952,就是爱坤_xkyaap,男,广西,60,1,329,,4,0,,,,,2,
6941097620,音乐才子Ox8721,男,其他,0,1,27,,3,0,,,,,2,
7012412305,小奶坤h8s919,男,其他,0,1,59,,4,0,,,,,2,
7018784690,朗与酒姆可露丽,男,其他,17,2,81,,4,0,,,,,2,
7018493698,死忠粉8xh232,男,其他,0,1,149,,4,0,戚案右掌茧仰掌法,,,,2,
6989051537,用户6989051537,男,其他,0,1,854,2019/2/9,3,0,,,,信用较低,2,
7011819451,小坤的neineiYdd460,男,其他,2,1,219,,4,0,,,,,2,
7005559739,狙击少女cdW281,男,其他,0,1,77,,4,0,,,,,2,
6898915359,困困的小花朵,男,北京,36,5,351,,4,0,,,,,2,
6786976438,用户6786976438,男,湖南 郴州,2,1,16,,0,0,,,,,2,
6977144018,香水茉莉花茶,女,辽宁,54,30,2881,2019/1/29,9,1,满满正能量,,,信用较好,0,
7003549975,坤坤80uc839,男,其他,0,1,85,,4,0,,,,,2,
6941096303,不被定义sID115,男,其他,0,1,29,,3,0,,,,,2,
7012396537,坤5坤n3R071,男,其他,0,1,20,,3,0,,,,,2,
7017607350,有矿坤妹QYr570,男,其他,0,1,81,,4,0,,,,,2,
6637715668,请叫我钮祜禄氏IKUN白嫖,女,其他,194,356,4197,2018/8/15,23,1,�蔡徐坤的名字多好听啊,,,信用较好,0,
6974606782,最棒坤妻qNo571,男,其他,0,1,44,,4,0,,,,,2,
6989231900,用户6989231900,男,其他,0,1,28,2019/2/8,4,0,,,,信用较低,2,
6517414705,小坤的猫咪酱,女,其他,1791,119,14090,,21,1,世界C位千千万 巨C只有你坤爹一个☝️,,,,0,
6986121226,变穷化无MGs630,男,其他,0,1,48,2019/2/5,4,0,,,,信用较低,2,
7011912979,思念小坤QtB230,男,其他,0,1,48,,4,0,,,,,2,
6937269668,遥力4Ow026,男,其他,0,1,32,2019/1/14,4,0,,,,信用较低,2,
7012514819,天生我蔡CSb792,男,其他,1,1,276,,4,0,,,,,2,
6126727727,爱八月的冰淇淋,女,山西,54,69,492,2017/2/7,9,1,八月的冰淇淋是甜的 八月出生的你是美好的 你就像八月的冰淇淋一样,,,信用较好,0,
6774397824,用户6774397824,男,陕西 宝鸡,0,1,62,,4,0,,,,,2,
6940552513,用户6940552513,男,其他,0,1,29,2019/1/16,4,0,,,,信用较低,2,
6975348709,心悦菜菜CuP812,男,其他,0,1,40,,3,0,,,,,2,
7011520984,机场走vI53218,男,其他,0,1,50,2019/2/26,4,0,,,,信用较低,2,
7012213870,用户7012213870,男,其他,0,1,15,,3,0,,,,,2,
7012408959,神隐坤qlc053,男,其他,0,1,30,,1,0,,,,,2,
7012408864,甜心小癸XjZ562,男,其他,0,1,30,,1,0,,,,,2,
6928544996,厍钩灿_滋润,男,内蒙古,76,1,22,2019/1/8,4,0,,青海广播电视大学,,信用较低,2,
7011858414,葵妻威武Jhc734,男,其他,0,1,34,,4,0,,,,,2,
7020278272,kk大貂JrR058,男,其他,0,1,8,,0,0,,,,,2,
6470713550,SugAry_阿旧,女,四川,790,258,5210,,23,5,你听见我为你砰砰直跳的心跳了嘛♡,,,,0,
7011848519,蜜桃葵r3x110,男,其他,0,1,155,2019/2/27,4,0,,,,信用较低,2,
6527863918,半透明的玻璃天堂,女,其他,70,39,1275,,4,0,,,,,0,
7012421082,喵喵坤qEp519,男,其他,0,1,19,,4,0,,,,,2,
6784601155,用户6784601155,男,内蒙古 锡林郭勒盟,3,1,23,,0,0,,,,,2,
6995901921,想念你Lyo297,男,其他,0,1,13,2019/2/15,3,0,,,,信用较低,2,
7011848705,喂喂喂坤Zui612,男,其他,0,1,161,,4,0,,,,,2,
2927537071,JJJ江江江江江,女,四川 成都,49,22,971,2012/8/22,9,1,一个正常的简介,,,信用较好,0,
5611684900,不会算数的二妞,女,河北 秦皇岛,435,111,32655,,9,1,蔡徐坤用自己最大的诚意做喜欢的音乐,,,,0,
6589487230,汗瓜缎淖鼓赐纟,男,黑龙江,1,1,570,,4,0,,,,,2,
6735567058,用户6735567058,女,海外 美国,1,2,336,2018/10/1,4,0,,,,信用较低,2,
6737738504,光头__也需要洗头,男,辽宁,57,1,53,,4,0,,,,,2,
6632532856,2020蔡徐坤仍要健康,男,其他,431,784,5199,,9,1,你是我在深渊中凝视的白月光，是我在严冬里追逐的太阳。黑夜、白昼，醒着、梦里，四季、宇宙，全都是你。@蔡徐坤,,,,0,
7014391962,小困困觉qDw922,男,其他,0,1,110,2019/2/28,2,0,,,,信用较低,2,
6918804873,奎妻最棒40912,男,其他,0,1,159,,4,0,,,,,2,
5938354025,一块奶油饼干,女,江苏,85,75,1,,9,2,因为感受了你的感受 故而梦想着你的梦想,,,,0,
7012118528,坤里坤气6yb642,男,其他,0,1,24,2019/2/27,4,0,,,,信用较低,2,
7020127206,懒猫咪p3i628,男,其他,0,1,45,,4,0,,,,,2,
7013647661,挚爱玫瑰dvd373,男,其他,0,1,24,2019/2/27,4,0,,,,信用较低,2,
7000575037,用户7000575037,男,其他,0,1,11,,4,0,,,,,2,
